"sep=;"
URL;SEARCH_NAME;FOUND_NAME;ADDRESS;ZIP;CITY;PHONE;WEBSITE;MATCHING_CRITERIA
http://www.hitta.se//folktandv%C3%A5rden+ed/ed/xSgPZ4n11H?vad=Storgatan+7%2C+66830+Ed;Vårdcentralen Edsgärdet;Folktandvården Ed;Storgatan 7 A;66830;Ed;010-441 93 90;http://www.vgregion.se/folktandvarden/ed;Storgatan 7, 66830 Ed
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+dals-ed+barnav%C3%A5rdscentral/ed/zW2ZXUkoAK?vad=Storgatan+7%2C+66830+Ed;Vårdcentralen Edsgärdet;Närhälsan Dals-Ed barnavårdscentral;Storgatan 7;66830;Ed;010-441 63 80,010-441 63 76;http://www.narhalsan.se/dalsedvardcentral;Storgatan 7, 66830 Ed
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+dals-ed+barnmorskemottagning/ed/VLWlwmGqko?vad=Storgatan+7%2C+66830+Ed;Vårdcentralen Edsgärdet;Närhälsan Dals-Ed barnmorskemottagning;Storgatan 7;66830;Ed;010-441 63 85;http://www.narhalsan.se/bengtsforsbarnmorskemottagning;Storgatan 7, 66830 Ed
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+dals-ed+rehabmottagning/ed/dMRsC5nO1H?vad=Storgatan+7%2C+66830+Ed;Vårdcentralen Edsgärdet;Närhälsan Dals-Ed rehabmottagning;Storgatan 7;66830;Ed;010-441 63 90;http://www.narhalsan.se/Dalsedrehabmottagning;Storgatan 7, 66830 Ed
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+dals-ed+ungdomsmottagning/ed/h~RP5nqboJ?vad=Storgatan+7%2C+66830+Ed;Vårdcentralen Edsgärdet;Närhälsan Dals-Ed ungdomsmottagning;Storgatan 7;66830;Ed;010-441 63 85;;Storgatan 7, 66830 Ed
http://www.hitta.se//n%C3%A4rh%C3%A4lsan+dals-ed+v%C3%A5rdcentral/ed/ih~SMswXX4?vad=Storgatan+7%2C+66830+Ed;Vårdcentralen Edsgärdet;Närhälsan Dals-Ed vårdcentral;Storgatan 7;66830;Ed;010-441 63 60;http://www.narhalsan.se/dalsedvardcentral;Storgatan 7, 66830 Ed
http://www.hitta.se//eds+rehab+klinik/ed/VzzRPjjjj2?vad=Storgatan+7%2C+66830+Ed;Vårdcentralen Edsgärdet;Eds Rehab Klinik;Storgatan 7;66830;Ed;070-269 30 94;;Storgatan 7, 66830 Ed
http://www.hitta.se//edsbyn+din+h%C3%A4lsocentral/edsbyn/dSTl254nnO?vad=Edsbyns+h%C3%A4lsocentral%2CSporthallsv%C3%A4gen+2;Edsbyns hälsocentral;Edsbyn Din hälsocentral;Sporthallsvägen 2;82833;Edsbyn;0271-272 50,026-15 40 00;http://www.lg.se/dinhalsocentral;Edsbyns hälsocentral,Sporthallsvägen 2
http://www.hitta.se//psykiatrisk+%C3%B6ppenv%C3%A5rdsmottagningedsbyns+h%C3%A4lsocentral/edsbyn/0LSRjwXmmn?vad=Edsbyns+h%C3%A4lsocentral%2CSporthallsv%C3%A4gen+2;Edsbyns hälsocentral;Psykiatrisk ÖppenvårdsmottagningEdsbyns Hälsocentral;Sporthallsvägen 2;82833;Edsbyn;0271-272 90;;Edsbyns hälsocentral,Sporthallsvägen 2
http://www.hitta.se/s%C3%B6k?vad=Achima+Care+AB+Ekeby%2CStorgatan+46;Achima Care AB Ekeby;Achima Care/Ekeby Vårdcentral;Storgatan 46;26776;Ekeby;042-406 09 20;http://www.ekebyvardcentral.se/skane;Achima Care AB Ekeby,Storgatan 46
http://www.hitta.se//eker%C3%B6+v%C3%A5rdcentral/eker%C3%B6/~~TMPPwXX4?vad=Eker%C3%B6+V%C3%A5rdcentral;Ekerö Vårdcentral;Ekerö Vårdcentral;Bryggavägen 8;17831;Ekerö;08-560 375 00;http://www.ekerovardcentral.se;Ekerö Vårdcentral
http://www.hitta.se//logopedbyr%C3%A5n+dynamica+ab/eker%C3%B6/LMWlwXHHqb?vad=Eker%C3%B6+V%C3%A5rdcentral;Ekerö Vårdcentral;Logopedbyrån Dynamica AB;Bryggavägen 8;17831;Ekerö;08-744 40 15,070-687 66 88;http://www.logopedbyran.se;Ekerö Vårdcentral
http://www.hitta.se//veritas+v%C3%A5rdcentral/eker%C3%B6/ii~S22Cw-X?vad=Eker%C3%B6+V%C3%A5rdcentral;Ekerö Vårdcentral;Veritas vårdcentral;Bryggavägen 8;17831;Ekerö;08-560 367 51;http://veritasvardcentral.se/ekero;Ekerö Vårdcentral
http://www.hitta.se//veritas+v%C3%A5rdcentral/eker%C3%B6/LMP2C-nO1H?vad=Eker%C3%B6+V%C3%A5rdcentral;Ekerö Vårdcentral;Veritas Vårdcentral;Bryggavägen 8;17831;Ekerö;08-564 410 40;http://veritasvardcentral.se/ekero;Ekerö Vårdcentral
http://www.hitta.se//stenhamra+h%C3%A4lsocentral/stenhamra/~Mj__411HG?vad=Eker%C3%B6+V%C3%A5rdcentral;Ekerö Vårdcentral;Stenhamra Hälsocentral;Vallviksvägen 12;17961;Stenhamra;08-560 477 00,08-560 477 17;http://www2.praktikertjanst.se/2/Stenhamrahalsocentral;Ekerö Vårdcentral
http://www.hitta.se//veritaskliniken/stockholm/LMMlwwU1Gq?vad=Veritaskliniken;Veritaskliniken;Veritaskliniken;Engelbrektsgatan 31;11432;Stockholm;08-500 636 36;http://www.veritaskliniken.se;Veritaskliniken
http://www.hitta.se//veritaskliniken+derma+privat/stockholm/~SM2_55-4v?vad=Veritaskliniken;Veritaskliniken;Veritaskliniken Derma Privat;Engelbrektsgatan 31;11432;Stockholm;08-500 636 36;;Veritaskliniken
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Eksh%C3%A4rad%2CPostv%C3%A4gen+1;Vårdcentralen Ekshärad;Vårdcentralen Ekshärad;Postvägen 1;68360;Ekshärad;0563-479 00,0563-470 00;;Vårdcentralen Ekshärad,Postvägen 1
http://www.hitta.se//eksj%C3%B6+v%C3%A5rdcentral/eksj%C3%B6/dTgWZvmUU1?vad=Eksj%C3%B6+v%C3%A5rdcentral%2CLasarettsv%C3%A4gen;Eksjö vårdcentral;Eksjö Vårdcentral;Västanågatan 9;57533;Eksjö;0381-359 25;http://www.lj.se/vardcentralernabraliv/Vardcentraler/Eksjovardcentral;Eksjö vårdcentral,Lasarettsvägen
http://www.hitta.se//h%C3%B6glandssjukhuset/eksj%C3%B6/LdxTP-Xmmn?vad=Eksj%C3%B6+v%C3%A5rdcentral%2CLasarettsv%C3%A4gen;Eksjö vårdcentral;Höglandssjukhuset;Västanågatan 9;57533;Eksjö;0381-350 00;http://www.lj.se/hoglandssjukhuset;Eksjö vårdcentral,Lasarettsvägen
http://www.hitta.se/s%C3%B6k?vad=Emmaboda+H%C3%A4lsocentral%2CR%C3%A5dhusgatan+14;Emmaboda Hälsocentral;Emmaboda hälsocentral;Rådhusgatan 14;36130;Emmaboda;0471-185 14,1177;http://www.ltkalmar.se;Emmaboda Hälsocentral,Rådhusgatan 14
http://www.hitta.se//enebybergs+v%C3%A5rdcentral/enebyberg/xjCnn1qooJ?vad=Enebybergs+v%C3%A5rdcentral;Enebybergs vårdcentral;Enebybergs vårdcentral;Enebytorg;18248;Enebyberg;08-587 548 70,1177;http://www.slso.sll.se/SLPOtemplates/SLPOPage1____10842.aspx;Enebybergs vårdcentral
http://www.hitta.se//barnav%C3%A5rdscentral+enebybergshusl%C3%A4karmottagning+v%C3%A5rdcentral/enebyberg/xPjZZZvmnO?vad=Enebybergs+v%C3%A5rdcentral;Enebybergs vårdcentral;Barnavårdscentral EnebybergsHusläkarmottagning Vårdcentral;Enebytorg;18248;Enebyberg;08-587 548 71,08-587 548 75;;Enebybergs vårdcentral
http://www.hitta.se//distriktssk%C3%B6terska+enebybergshusl%C3%A4karmottagning+v%C3%A5rdcentral/enebyberg/iVVhhhMWRl?vad=Enebybergs+v%C3%A5rdcentral;Enebybergs vårdcentral;Distriktssköterska EnebybergsHusläkarmottagning Vårdcentral;Enebytorg;18248;Enebyberg;08-587 548 70;;Enebybergs vårdcentral
http://www.hitta.se/s%C3%B6k?vad=Doktor+Wahlunds+l%C3%A4karmottagning;Doktor Wahlunds läkarmottagning;Doktor Wahlunds Läkarmottagning;Linbanegatan 8-10;74534;Enköping;0171-305 06,0171-307 57;http://www.wahlund.org;Doktor Wahlunds läkarmottagning
http://www.hitta.se/s%C3%B6k?vad=Enk%C3%B6pings+husl%C3%A4karcentrum%2CKungsgatan+71;Enköpings husläkarcentrum;Enköpings husläkarcentrum;Kungsgatan 71;74538;Enköping;0171-41 73 00;http://www.lul.se/sv/Vard-halsa/Sjukvard/Primarvard/Landstingets-vardcentraler/Vardcentral/Enkopings-huslakarcentrum;Enköpings husläkarcentrum,Kungsgatan 71
http://www.hitta.se/s%C3%B6k?vad=Enk%C3%B6pings+v%C3%A5rdcentral%2CKors%C3%A4ngsgatan+42;Enköpings vårdcentral;Capio Vårdcentral Enköping;Korsängsgatan 42;74949;Enköping;0171-41 83 30,0171-41 83 30,0171-205 44;http://www.capiovardcentral.se/Uppsala/enkoping/Vardcentral;Enköpings vårdcentral,Korsängsgatan 42
http://www.hitta.se//carema+v%C3%A5rdcentral+eriksborg/v%C3%A4ster%C3%A5s/Lgl_mUqqko?vad=Carema+v%C3%A5rdcentral+Gubb%C3%A4ngen;Carema vårdcentral Gubbängen;Carema Vårdcentral Eriksborg;Eriksborg;72189;Västerås;021-360 10 00;http://www.caremavardcentral.se/eriksborg;Carema vårdcentral Gubbängen
http://www.hitta.se//distriktsk%C3%B6terska+carema+v%C3%A5rdcentral+lina+hage/s%C3%B6dert%C3%A4lje/~TPsXOkoJA?vad=Carema+v%C3%A5rdcentral+Gubb%C3%A4ngen;Carema vårdcentral Gubbängen;Distriktsköterska Carema Vårdcentral Lina Hage;Porslinsvägen 1;15155;Södertälje;08-550 267 00;http://www.caremavardcentral.se/linahage;Carema vårdcentral Gubbängen
http://www.hitta.se//distriktssk%C3%B6terska+carema+v%C3%A5rdcentral+skog%C3%A5s/skog%C3%A5s/xTRPZ4HGqb?vad=Carema+v%C3%A5rdcentral+Gubb%C3%A4ngen;Carema vårdcentral Gubbängen;Distriktssköterska Carema Vårdcentral Skogås;Melodivägen 6;14240;Skogås;08-578 383 00;;Carema vårdcentral Gubbängen
http://www.hitta.se//distriktssk%C3%B6terska+stureby+v%C3%A5rdcentral/enskede/iLxMZ-U1HG?vad=Stureby+v%C3%A5rdcentral%2CTussm%C3%B6tev%C3%A4gen+181;Stureby vårdcentral;Distriktssköterska Stureby Vårdcentral;Tussmötevägen 181;12264;Enskede;08-686 54 72;;Stureby vårdcentral,Tussmötevägen 181
http://www.hitta.se//stureby+v%C3%A5rdcentral/enskede/~~xTgRjss_?vad=Stureby+v%C3%A5rdcentral%2CTussm%C3%B6tev%C3%A4gen+181;Stureby vårdcentral;Stureby vårdcentral;Tussmötevägen 181;12264;Enskede;08-686 54 50,1177;http://www2.praktikertjanst.se/6/Stureby-vardcentral;Stureby vårdcentral,Tussmötevägen 181
http://www.hitta.se/s%C3%B6k?vad=Dalens+V%C3%A5rdcentral%2C%C3%85storpsringen+6;Dalens Vårdcentral;Dalens Vårdcentral;Åstorpsringen 6;12131;Enskededalen;08-686 52 14;http://www.dalensvardcentral.se;Dalens Vårdcentral,Åstorpsringen 6
http://www.hitta.se//v%C3%A5rdcentralen+city/eskilstuna/0Vxj_wXmmn?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Vårdcentralen City;Kungsgatan 39;63220;Eskilstuna;016-10 40 01,016-10 30 00,016-10 50 31;http://www.landstingetsormland.se/city;Vårdcentralen City
http://www.hitta.se//barnmorskegruppen+mama+mia+city/stockholm/ySgssw--4v?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Barnmorskegruppen Mama Mia City;Karlavägen 58;11449;Stockholm;08-506 490 00;http://www.mamamia.se;Vårdcentralen City
http://www.hitta.se//bb+stockholm+family+city/stockholm/LxjsCwnkko?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;BB Stockholm Family City;Riddargatan 1;11435;Stockholm;08-120 555 00,08-679 95 52;http://bbstockholmfamily.se;Vårdcentralen City
http://www.hitta.se//ab+to+care+city/stockholm/~zdPwOO1Gq?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;AB To Care City;Sibyllegatan 30;11443;Stockholm;08-400 221 40;http://www.tocare.se;Vårdcentralen City
http://www.hitta.se//v%C3%A5rdhuset+malm%C3%B6+city+ab/malm%C3%B6/VSlwX4OUHG?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Vårdhuset Malmö City AB;Lilla Nygatan 7;21138;Malmö;040-608 60 00;http://www.vardhuset.se;Vårdcentralen City
http://www.hitta.se//capio+v%C3%A5rdcentral+v%C3%A4ster%C3%A5s+city/v%C3%A4ster%C3%A5s/VxjCC---X4?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Capio Vårdcentral Västerås City;;72213;Västerås;021-360 77 00,021-360 77 99,021-360 77 99;http://www.capiovardcentral.se/Vastmanland/vasterascity/Vardcentral;Vårdcentralen City
http://www.hitta.se//h%C3%A4lsocentralen+city/g%C3%A4vle/VdRjsCmmOU?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Hälsocentralen City;Drottninggatan 29;80311;Gävle;026-65 03 00;http://www.halsocentralencity.se;Vårdcentralen City
http://www.hitta.se//wetterh%C3%A4lsan+city/-/ii~TggZsCw?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Wetterhälsan City;;;;036-32 66 77;http://www.wetterhalsan.se;Vårdcentralen City
http://www.hitta.se//capio+psykiatri/link%C3%B6ping/~Mj22-UUHG?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Capio Psykiatri;Nygatan 22;58219;Linköping;013-474 58 00;;Vårdcentralen City
http://www.hitta.se//kungsgatans+v%C3%A5rdcentral/link%C3%B6ping/hdPC-OHbbk?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Kungsgatans Vårdcentral;Kungsgatan 39;58218;Linköping;010-105 99 84,010-103 54 63;;Vårdcentralen City
http://www.hitta.se//v%C3%A5rdcentralen+gripen/karlstad/VgWCOkAeeu?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Vårdcentralen Gripen;Västra Torggatan 24;65224;Karlstad;054-61 66 30,054-61 50 00;;Vårdcentralen City
http://www.hitta.se//arlanda+sky+clinic/stockholm-arlanda/ddlZ_nU1HG?vad=V%C3%A5rdcentralen+City;Vårdcentralen City;Arlanda Sky Clinic;Sky City;19060;Stockholm-Arlanda;08-797 93 00;http://www2.praktikertjanst.se/10/Arlanda-sky-clinic;Vårdcentralen City
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Ekeby%2CEkebyv%C3%A4gen+1;Vårdcentralen Ekeby;Achima Care /Eskilstuna vårdcentral;Ekebyvägen 1;63223;Eskilstuna;016-10 49 10,016-10 49 08,016-10 49 13,016-10 49 03;http://www.eskilstunavardcentral.se;Vårdcentralen Ekeby,Ekebyvägen 1
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Fristaden%2CRademachergatan+1;Vårdcentralen Fristaden;Vårdcentralen Fristaden i Eskilstuna;Rademachergatan 1;63220;Eskilstuna;016-541 12 00,016-541 12 10;http://www.familjedoktorerna.se;Vårdcentralen Fristaden,Rademachergatan 1
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Fr%C3%B6slunda%2CLind%C3%A4ngsv%C3%A4gen+2;Vårdcentralen Fröslunda;Vårdcentralen Fröslunda;Lindängsvägen 2;63231;Eskilstuna;016-10 42 00,016-10 30 00,016-10 42 77;http://www.landstingetsormland.se/froslunda;Vårdcentralen Fröslunda,Lindängsvägen 2
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Skiftinge;Vårdcentralen Skiftinge;Vårdcentralen Skiftinge;Skiftinge Centrum;63353;Eskilstuna;016-10 43 00,016-10 30 00,016-10 50 87;http://www.landstingetsormland.se/skiftinge;Vårdcentralen Skiftinge
http://www.hitta.se//v%C3%A5rdcentralen+smeden+ab/-/hMPZsXXvnO?vad=V%C3%A5rdcentralen+Smeden;Vårdcentralen Smeden;Vårdcentralen Smeden AB;;;;;;Vårdcentralen Smeden
http://www.hitta.se//v%C3%A5rdcentralen+smeden+ekonomisk+f%C3%B6rening/eskilstuna/LWWlZsC5X4?vad=V%C3%A5rdcentralen+Smeden;Vårdcentralen Smeden;Vårdcentralen Smeden Ekonomisk Förening;Rademachergatan 17;63220;Eskilstuna;;;Vårdcentralen Smeden
http://www.hitta.se//v%C3%A5rdcentralen+smeden+och+barnav%C3%A5rdscentral/eskilstuna/zW2-mUJuuc?vad=V%C3%A5rdcentralen+Smeden;Vårdcentralen Smeden;Vårdcentralen Smeden & Barnavårdscentral;Björksgatan 8;63221;Eskilstuna;016-10 47 00,016-16 62 99;http://www.smedhalsan.se;Vårdcentralen Smeden
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Tunafors;Vårdcentralen Tunafors;Tunafors Vårdcentral;Lundbladsvägen 6;63349;Eskilstuna;016-10 38 25,016-10 30 00,016-10 50 89;http://www.landstingetsormland.se/tunafors;Vårdcentralen Tunafors
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+K%C3%A4rr%C3%A5kra%2CTrollen%C3%A4sv%C3%A4gen+2;Vårdcentralen Kärråkra;Vårdcentralen Kärråkra;Trollenäsvägen 2;24135;Eslöv;0413-35 10 00;http://www.skane.se/webbplatser/primarvarden_skane/vardcentraler/vara-vardcentraler/eslov/eslov---karrakra_ny;Vårdcentralen Kärråkra,Trollenäsvägen 2
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+T%C3%A5belund%2CSolv%C3%A4gen+33;Vårdcentralen Tåbelund;Vårdcentralen Tåbelund;Solvägen 33;24131;Eslöv;0413-35 12 00;http://www.vardcentralentabelund.se;Vårdcentralen Tåbelund,Solvägen 33
http://www.hitta.se//folktandv%C3%A5rden+fagersta/fagersta/xj_XXHbJJA?vad=Bergslagssjukhuset%2C+73781+Fagersta;Familjeläkarna Mitt Hjärta;Folktandvården Fagersta;Bergslagssjukhuset;73781;Fagersta;0223-471 80,0223-142 69;http://www.ltv.se/ftv_fagersta;Bergslagssjukhuset, 73781 Fagersta
http://www.hitta.se//erikslunds+sjukgymnastik/fagersta/LS2sssmnU1?vad=Bergslagssjukhuset%2C+73781+Fagersta;Familjeläkarna Mitt Hjärta;Erikslunds Sjukgymnastik;Bergslagssjukhuset;73781;Fagersta;0223-613 23;http://www.erikslunds-sjukgymnastik.se;Bergslagssjukhuset, 73781 Fagersta
http://www.hitta.se//folktandv%C3%A5rdens+milj%C3%B6samordnare/fagersta/zWlZvqkkJA?vad=Bergslagssjukhuset%2C+73781+Fagersta;Familjeläkarna Mitt Hjärta;Folktandvårdens Miljösamordnare;Bergslagssjukhuset;73781;Fagersta;0223-471 83,0221-142 69;;Bergslagssjukhuset, 73781 Fagersta
http://www.hitta.se/s%C3%B6k?vad=Familjel%C3%A4karna+Falkenberg%2CNygatan+64;Familjeläkarna Falkenberg;Capio Familjeläkarna Söderbro;Nygatan 64;31174;Falkenberg;0346-71 50 50;http://www.capiovardcentral.se/Halland/Familjelakarna-Falkenberg-Soderbro-Skrea-Glommen/vardcentral/;Familjeläkarna Falkenberg,Nygatan 64
http://www.hitta.se/s%C3%B6k?vad=Laurentiuskliniken;Laurentiuskliniken;Laurentiuskliniken;Praktikertjänst AB 1;10355;Stockholm;0346-71 35 35,0346-71 35 34;http://www.laurentius.nu;Laurentiuskliniken
http://www.hitta.se/s%C3%B6k?vad=Box+113%2C+31122+Falkenberg;VC Gruebäck & Hjortsberg;Primärvårdsförvaltningen Hallands Läns Landstings;Box 113;31122;Falkenberg;0346-560 00,0346-581 50,0346-560 06;;Box 113, 31122 Falkenberg
http://www.hitta.se/s%C3%B6k?vad=Centralh%C3%A4lsan+V%C3%A5rdcentral%2CBryngelsgatan+2+B;Centralhälsan Vårdcentral;Vårdcentralen Centralhälsan, Bräcke diakoni;Bryngelsgatan 2 B;52147;Falköping;0515-433 01,0515-60 08 13;http://www.brackediakoni.se/vardcentraler/centralhalsan;Centralhälsan Vårdcentral,Bryngelsgatan 2 B
http://www.hitta.se//kurorten+m%C3%B6sseberg/falk%C3%B6ping/yhzxP2222Z?vad=M%C3%B6ssebergsparken+34%2C+52132+Falk%C3%B6ping;VC Kurhälsan Bräcke Diakoni;Kurorten Mösseberg;Mössebergsparken 34;52137;Falköping;0515-432 00,0515-432 01,0515-432 04;http://www.kurortenmosseberg.se;Mössebergsparken 34, 52132 Falköping
http://www.hitta.se//prim%C3%A4rv%C3%A5rdsrehab+falk%C3%B6ping+br%C3%A4cke+diakoni/falk%C3%B6ping/~gZ_ww-4mn?vad=M%C3%B6ssebergsparken+34%2C+52132+Falk%C3%B6ping;VC Kurhälsan Bräcke Diakoni;Primärvårdsrehab Falköping, Bräcke diakoni;Mössebergsparken 34;52137;Falköping;0515-60 08 08;http://www.brackediakoni.se;Mössebergsparken 34, 52132 Falköping
http://www.hitta.se//rehabcenter+m%C3%B6sseberg/falk%C3%B6ping/iVdxMMRP2Z?vad=M%C3%B6ssebergsparken+34%2C+52132+Falk%C3%B6ping;VC Kurhälsan Bräcke Diakoni;Rehabcenter Mösseberg;Mössebergsparken 34;52137;Falköping;0515-60 08 08;http://www.brackediakoni.se;Mössebergsparken 34, 52132 Falköping
http://www.hitta.se//sm%C3%A4rtkliniken+s%3At+olof/falk%C3%B6ping/LL~zTMlZs_?vad=M%C3%B6ssebergsparken+34%2C+52132+Falk%C3%B6ping;VC Kurhälsan Bräcke Diakoni;Smärtkliniken S:t Olof;Mössebergsparken 34;52137;Falköping;0515-160 30;http://www.smartkliniken.se;Mössebergsparken 34, 52132 Falköping
http://www.hitta.se//stiftelsen+br%C3%A4cke+diakoni/falk%C3%B6ping/yyyyyhzRlP?vad=M%C3%B6ssebergsparken+34%2C+52132+Falk%C3%B6ping;VC Kurhälsan Bräcke Diakoni;Stiftelsen Bräcke diakoni;Mössebergsparken 34;52137;Falköping;0515-432 00;http://www.kurortenmosseberg.se;Mössebergsparken 34, 52132 Falköping
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+M%C3%B6sseberg%2CDanska+v%C3%A4gen+62;Vårdcentralen Mösseberg;Närhälsan Mösseberg vårdcentral;Danska Vägen 62;52137;Falköping;0515-878 90;http://www.narhalsan.se/mossebergvardcentral;Vårdcentralen Mösseberg,Danska vägen 62
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Oden%2CSankt+Olofsgatan+8;Vårdcentralen Oden;Närhälsan Oden vårdcentral;Sankt Olofsgatan 8;52146;Falköping;0515-878 60,0515-870 92,0515-870 93,0515-870 94,0515-870 97,0515-870 77,0515-875 93,0515-875 91,0515-878 13;http://www.narhalsan.se/odenvardcentral;Vårdcentralen Oden,Sankt Olofsgatan 8
http://www.hitta.se//falu+v%C3%A5rdcentral/falun/0hdW_5nnU1?vad=Falu+v%C3%A5rdcentral%2CS%C3%B6dra+Mariegatan+18;Falu vårdcentral;Falu Vårdcentral;Södra Mariegatan 18;79170;Falun;023-661 61 00;;Falu vårdcentral,Södra Mariegatan 18
http://www.hitta.se//konstf%C3%B6rening+falu+v%C3%A5rdcentral/falun/hdPw5XvnU1?vad=Falu+v%C3%A5rdcentral%2CS%C3%B6dra+Mariegatan+18;Falu vårdcentral;Konstförening Falu Vårdcentral;Södra Mariegatan 18;79170;Falun;;;Falu vårdcentral,Södra Mariegatan 18
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Britsarvet%2CNorra+J%C3%A4rnv%C3%A4gsgatan+18;Vårdcentralen Britsarvet;Mottagningen Britsarvet Vårdcentralen Britsarvet-Grycksbo;Norra Järnvägsgatan 18;79135;Falun;023-49 16 01,023-106 64;;Vårdcentralen Britsarvet,Norra Järnvägsgatan 18
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Norslund%2CKopparv%C3%A4gen+29;Vårdcentralen Norslund;Mottagning Norslund Vårdcentral Norslund-Svärdsjö;Kopparvägen 29;79142;Falun;023-49 19 10,023-49 20 00;http://www.ltdalarna.se/vardcentralnorslund;Vårdcentralen Norslund,Kopparvägen 29
http://www.hitta.se/s%C3%B6k?vad=V%C3%A5rdcentralen+Tisken%2CMyntgatan+8;Vårdcentralen Tisken;Vårdcentral Tisken;Myntgatan 8;79151;Falun;023-49 17 30,023-130 95;http://www.ltdalarna.se/vardcentraltisken;Vårdcentralen Tisken,Myntgatan 8
http://www.hitta.se//capio+v%C3%A5rdcentral+farsta/farsta/yyh~zSMllP?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Capio Vårdcentral Farsta;Munkforsplan 37;12347;Farsta;08-555 554 00;http://www.capiovardcentral.se/Stockholm/farsta/Vardcentral;Munkforsplan 37, 12347 Farsta
http://www.hitta.se//farsta+kiropraktorklinik/farsta/LLSSPCCCCw?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Farsta Kiropraktorklinik;Munkforsplan 37;12347;Farsta;08-93 93 62;http://www.lkr.se/~harry.jansson;Munkforsplan 37, 12347 Farsta
http://www.hitta.se//farsta+tandv%C3%A5rds+team/farsta/LTW_CnUooJ?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Farsta Tandvårds Team;Munkforsplan 37;12347;Farsta;08-605 80 20,070-493 01 51;http://www.ftt.se;Munkforsplan 37, 12347 Farsta
http://www.hitta.se//folktandv%C3%A5rden+farsta/farsta/0xWllj_nnO?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Folktandvården Farsta;Munkforsplan 37;12347;Farsta;08-123 160 50;http://www.folktandvardenstockholm.se/farsta;Munkforsplan 37, 12347 Farsta
http://www.hitta.se//alternativ+telefoni/farsta/dRZs_CX4mn?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Alternativ Telefoni;Munkforsplan 37;12347;Farsta;08-519 702 96;http://www.alternativtelefoni.se;Munkforsplan 37, 12347 Farsta
http://www.hitta.se//bopen+nordic+ab/farsta/0xMZCXXvnO?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Bopen Nordic AB;Munkforsplan 37;12347;Farsta;;;Munkforsplan 37, 12347 Farsta
http://www.hitta.se//compenso+redovisning+ab/farsta/zRlsw5-nOU?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Compenso Redovisning AB;Munkforsplan 37;12347;Farsta;08-604 77 00;http://www.compenso.se;Munkforsplan 37, 12347 Farsta
http://www.hitta.se//estetisk+tandreglering+kr+ab/farsta/V~T2s5XOU1?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Estetisk Tandreglering Kr AB;Munkforsplan 37;12347;Farsta;08-605 92 90;http://www.estetisk-tandreglering.se;Munkforsplan 37, 12347 Farsta
http://www.hitta.se//fc+stockholm+syd/farsta/~zxSMRP2s_?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Fc Stockholm Syd;Munkforsplan 37;12347;Farsta;;;Munkforsplan 37, 12347 Farsta
http://www.hitta.se//fris%C3%B6rimperiet/farsta/zMP--UkkJA?vad=Munkforsplan+37%2C+12347+Farsta;Carema Vårdcentral Farsta;Frisörimperiet;Munkforsplan 35-37;12347;Farsta;08-724 91 02;http://www.frisorimperiet.se;Munkforsplan 37, 12347 Farsta
